Record_Number,Amount_Requested,Interest_Rate_Percentage,Loan_Length_in_Months,Loan_Purpose,Monthly_PAYMENT,Total_Amount_Funded,Debt_To_Income_Ratio_Percentage,FICO,Status
2432,5000,11.89,36,12,165.82,5000,18.2,732,0
2433,12000,10,36,1,387.21,12000,21.57,717,0
2434,35000,21,60,1,946.87,35000,19.2,707,1
2435,15000,8.94,36,6,476.58,15000,6.21,772,1
2436,25000,19.79,36,1,926.37,25000,22.58,667,0
2437,10000,19.03,60,11,259.58,10000,23.12,667,0
2438,25000,13.35,60,2,573.32,25000,15.55,747,0
2439,5175,12.18,36,1,172.33,5175,13.12,707,0
2440,14825,6.62,36,4,455.19,14825,17.26,752,0
2441,6075,10.38,60,1,130.22,6075,3.89,782,0
2442,35000,13.49,60,14,805.17,35000,17.92,747,0
2443,7500,8,36,14,235.03,7500,7.17,797,1
2444,16000,8.88,36,5,400.77,12625,6.21,717,1
2445,12000,11.36,36,1,286.32,8700,13.75,717,0
2446,12000,9.63,36,2,385.13,12000,12.72,732,1
2447,2800,6.76,36,4,86.15,2800,4.08,782,1
2448,5000,7.9,36,1,156.46,5000,19.17,717,1
2449,20000,21.28,60,2,544.23,20000,17,667,0
2450,5750,9.45,36,2,184.06,5750,14.56,732,1
2451,12800,14.35,36,2,439.66,12800,19.11,687,1
2452,14125,17.27,36,3,505.5,14125,22.09,667,0
2453,7000,12.41,36,2,233.88,7000,7.88,677,1
2454,24000,10.37,60,1,514.31,24000,11.68,752,0
2455,5500,8.88,36,6,174.6,5500,9.76,732,1
2456,25000,19.04,36,1,916.91,25000,9.84,662,0
2457,9000,6.91,36,5,277.53,9000,2.37,752,0
2458,7000,13.11,36,4,236.23,7000,13.9,697,1
2459,35000,16.4,60,7,858.59,35000,8.64,747,0
2460,8000,17.27,36,14,286.3,8000,24.33,662,0
2461,20000,13.92,36,1,682.74,20000,15.02,712,1
2462,5000,10.74,36,6,163.08,5000,23.36,692,1
2463,8000,19.29,60,14,208.81,8000,20.98,662,0
2464,20000,15.65,36,3,699.73,20000,3.6,722,0
2465,3000,17.19,60,5,74.87,3000,0,697,0
2466,6000,14.11,36,1,205.38,6000,14.67,667,0
2467,8000,14.96,36,1,277.16,8000,8.91,697,1
2468,5000,16.45,60,1,122.79,5000,16.88,677,1
2469,18000,11.26,36,1,591.54,18000,10.93,742,0
2470,10000,10.71,36,14,163.01,5000,12.48,702,0
2471,18000,12.17,36,1,599.33,18000,18.3,682,1
2472,9250,12.61,60,14,208.63,9250,18.65,702,0
2473,5600,13.35,60,7,128.43,5600,18.8,697,0
2474,3000,11.26,36,6,98.59,3000,17.21,702,1
2475,6000,11.49,60,6,131.93,6000,3.17,767,1
2476,2500,12.23,36,10,83.32,2500,12.48,677,0
2477,12000,16.32,60,1,293.87,12000,19.52,667,0
2478,7750,16.07,36,1,272.76,7750,21.14,662,0
2479,5000,7.88,36,5,156.41,5000,1,797,1
2480,14000,16.02,36,1,492.34,14000,18.28,667,1
2481,4000,11.89,36,12,132.66,4000,19.76,707,0
2482,20000,11.58,36,1,247.61,7500,14.52,742,1
2483,8000,11.49,60,1,175.91,8000,16.41,712,0
2484,4000,13.11,36,14,134.99,4000,27.46,692,0
2485,16000,15.27,60,3,382.92,16000,13.92,722,0
2486,15000,10.75,36,1,489.31,15000,13.37,727,1
2487,3200,10.99,36,4,104.75,3200,24.06,717,0
2488,35000,22.45,60,1,975.64,35000,16.85,682,0
2489,30000,13.11,60,8,684.29,30000,7.7,797,0
2490,8825,15.7,36,5,308.96,8825,10.56,667,1
2491,16000,15.99,60,1,389.01,16000,19.15,712,1
2492,11200,6.03,36,1,340.88,11200,14.77,772,1
2493,20000,16.35,36,3,706.59,20000,2.87,762,1
2494,25000,16.32,36,2,882.84,25000,14.67,687,1
2495,4000,7.51,60,10,80.18,4000,10.66,792,1
2496,17000,11.48,36,1,560.47,17000,21.53,742,1
2497,3500,10.75,36,5,114.18,3500,7.72,712,1
2498,3500,9.76,36,1,112.55,3500,24.57,712,1
2499,6000,9.76,36,1,192.93,6000,13.11,707,1
2500,9000,10.83,36,1,293.93,9000,12.3,742,1
2501,35000,20.3,60,5,933.14,35000,8.22,712,1
2502,2050,8.88,36,11,65.08,2050,17.16,722,0
2503,35000,8.9,36,3,1111.37,35000,4.52,792,1
2504,5200,11.86,36,1,172.37,5200,17.5,692,0
2505,14000,6.03,36,2,426.1,14000,11.19,772,1
2506,35000,17.27,36,4,1252.56,35000,10.95,692,1
2507,25000,14.38,36,3,859.07,25000,20.79,682,0
2508,20000,12.84,36,1,672.36,20000,19.12,767,0
2509,2000,12.61,36,1,67.02,2000,6.4,687,1
2510,12800,20.5,36,8,478.97,12800,14.61,672,0
2511,14000,13.22,36,1,473.21,14000,9.19,697,1
2512,20000,13.49,60,1,460.1,20000,11.07,717,1
2513,6800,11.59,36,1,224.53,6800,11.91,682,1
2514,9000,13.49,36,1,305.38,9000,10.08,712,0
2515,7750,12.21,36,2,258.2,7750,17.78,717,0
2516,18250,16.32,60,1,446.92,18250,23.19,692,0
2517,25000,19.69,60,5,658.05,25000,10.53,692,1
2518,16100,19.72,60,6,424.05,16100,12.31,682,1
2519,9200,5.79,36,1,172.87,5700,13.05,752,1
2520,2000,5.42,36,4,60.32,2000,6.1,772,0
2521,12000,11.36,36,1,394.94,12000,8.42,742,1
2522,15000,16.32,36,3,529.71,15000,17.44,667,0
2523,20000,13.43,36,2,678.08,20000,10.15,682,0
2524,20500,20.9,36,1,771.28,20500,24.52,662,0
2525,10000,9.63,36,14,320.95,10000,24.57,762,0
2526,5000,6.17,36,3,152.5,5000,21.9,752,0
2527,12000,16.29,36,2,423.61,12000,17.48,667,1
2528,20000,15.28,60,1,478.75,20000,11.32,717,1
2529,11450,15.31,36,2,398.66,11450,22.43,672,0
2530,5000,12.61,36,14,167.54,5000,8.8,677,1
2531,27600,18.39,60,14,706.73,27600,13.65,707,1
2532,8000,10.59,36,1,260.36,8000,16.41,722,0
2533,14500,9.99,60,1,204.99,9650,18.17,742,0
2534,3000,6.54,60,13,58.76,3000,6.34,737,0
2535,24000,6.91,36,5,478.73,15525,5.05,732,1
2536,8500,13.16,36,1,287.05,8500,12.27,697,0
2537,10000,13.48,36,5,339.25,10000,6.52,677,0
2538,16000,11.89,36,10,530.63,16000,3.06,752,0
2539,9475,8.94,36,1,301.04,9475,7.07,752,1
2540,19000,16.69,60,1,295.01,11950,19.97,692,1
2541,12000,11.14,36,7,393.65,12000,7.82,737,0
2542,7500,16.4,60,1,183.99,7500,14.23,677,0
2543,10000,15.95,60,14,242.92,10000,14.41,682,0
2544,20000,23.91,60,1,574.32,20000,9.47,672,1
2545,5000,11.49,36,1,164.86,5000,10.2,732,1
2546,12000,15.96,36,6,421.65,12000,20.88,677,0
2547,4000,10.37,36,1,129.77,4000,15.58,682,0
2548,22000,13.49,60,1,506.11,22000,18.14,717,0
2549,10000,8,36,14,70.51,2250,12.55,802,0
2550,15000,12.53,36,5,502,15000,13.78,707,1
2551,3600,7.88,60,1,72.79,3600,16.81,747,1
2552,15000,15.21,36,1,521.53,15000,18.73,677,0
2553,18000,18.79,60,4,464.86,18000,4.32,687,0
2554,4800,11.54,36,1,158.38,4800,18.19,672,1
2555,10000,12.69,36,1,335.45,10000,9.67,697,1
2556,14800,19.42,36,1,545.66,14800,20.76,677,1
2557,30000,19.74,60,1,790.49,30000,21.6,672,1
2558,5875,6.17,36,1,179.19,5875,1.85,792,1
2559,10000,10.36,60,2,201.93,9425,7.38,727,0
2560,7200,14.96,60,1,171.14,7200,14.84,682,0
2561,5000,12.53,36,1,167.34,5000,12.06,687,1
2562,14000,13.92,36,1,477.92,14000,15,682,0
2563,12000,14.26,36,1,411.67,12000,14.55,677,1
2564,14500,12.12,36,2,482.44,14500,15.86,692,1
2565,12000,14.84,36,1,415.05,12000,3.1,672,1
2566,5800,12.12,36,1,192.98,5800,19.82,697,0
2567,25000,10.36,36,1,501.96,15475,11.55,732,0
2568,35000,15.99,60,5,850.95,35000,5.54,767,0
2569,1500,6.99,36,4,46.31,1500,24.4,732,1
2570,3200,15.23,36,1,111.29,3200,18.43,667,1
2571,3200,9.91,60,5,67.85,3200,12.44,742,0
2572,10000,7.51,36,14,311.1,10000,5.59,762,1
2573,8000,12.68,36,1,268.33,8000,3.2,672,0
2574,7000,15.57,60,1,168.64,7000,20.28,672,1
2575,16000,16.32,60,1,391.82,16000,23.48,682,0
2576,25000,15.57,36,1,873.63,25000,23.78,682,1
2577,20000,17.74,36,1,720.42,20000,23.17,662,1
2578,21250,6.91,36,2,655.27,21250,24.56,752,1
2579,25000,21.74,60,3,445.04,16200,14.97,672,0
2580,10000,10.51,36,1,325.08,10000,22.63,717,1
2581,24000,17.8,36,1,865.26,24000,5.41,667,0
2582,12000,10.99,36,1,392.83,12000,22.97,707,1
2583,1500,14.74,36,14,51.81,1500,1.04,667,0
2584,20800,12.21,36,2,692.95,20800,16.94,752,1
2585,6000,11.86,36,3,198.89,6000,14.22,692,0
2586,10000,15.31,36,14,348.16,10000,14.31,672,0
2587,1000,16.69,36,2,35.5,1000,15.67,662,0
2588,10000,13.99,36,1,341.73,10000,21.22,687,0
2589,12000,11.66,36,1,170.22,5150,17.69,702,0
2590,25000,10.25,36,5,809.62,25000,2.05,787,1
2591,5800,18.25,36,10,210.42,5800,19.5,697,1
2592,5000,9.32,36,3,159.74,5000,17.57,737,1
2593,4500,7.88,60,4,90.99,4500,2.68,802,1
2594,9000,15.21,60,1,215.11,9000,14.59,702,0
2595,8600,16.02,36,1,302.44,8600,16.13,667,1
2596,5000,13.23,36,3,169.03,5000,5.66,682,0
2597,1000,11.28,36,14,32.88,1000,14.02,697,0
2598,7000,15.99,36,4,246.07,7000,12.28,662,0
2599,20000,13.67,36,1,680.36,20000,16.79,712,1
2600,8000,14.35,36,14,274.79,8000,4.65,677,1
2601,5200,13.48,36,14,176.41,5200,14.74,677,1
2602,18000,15.23,60,1,430.4,18000,13.08,722,0
2603,10000,11.89,36,5,331.64,10000,18.83,727,0
2604,20000,12.21,36,1,666.3,20000,14.63,727,0
2605,7000,13.16,36,1,236.4,7000,5.83,697,1
2606,15000,9.99,36,1,483.94,15000,9.13,727,0
2607,8400,15.99,60,5,204.23,8400,20.92,697,0
2608,7800,8.94,36,1,247.82,7800,12.95,742,1
2609,17000,11.99,36,1,564.57,17000,11.56,692,0
2610,1000,13.49,60,14,23.01,1000,9.88,702,0
2611,4000,9.99,36,14,129.05,4000,24.14,712,0
2612,20000,13.61,60,1,461.34,20000,7.04,717,0
2613,10000,12.18,36,14,333,10000,18.22,712,1
2614,9600,5.99,36,1,292.01,9600,8.03,757,0
2615,4000,15.99,36,5,140.61,4000,4.6,677,0
2616,20000,10.25,36,1,647.7,20000,8.72,752,0
2617,15000,15.58,60,1,361.44,15000,21.47,697,0
2618,8500,15.7,36,14,297.58,8500,24.91,662,1
2619,6000,10.74,36,1,195.7,6000,8.89,687,1
2620,25000,14.83,36,2,864.56,25000,14.45,702,1
2621,5100,15.99,60,5,124,5100,12.26,727,0
2622,1000,13.48,36,4,33.93,1000,10.34,677,1
2623,15000,10.39,36,1,486.76,15000,11.37,717,1
2624,25000,16.15,36,1,880.78,25000,24.84,682,0
2625,10000,12.21,36,6,333.15,10000,0,707,1
2626,13000,18.3,60,1,221.71,8675,20.51,667,0
2627,10000,14.09,36,1,342.22,10000,13.06,667,0
2628,13000,10.25,36,1,421.01,13000,17.61,732,1
2629,25000,15.21,60,1,597.51,25000,19.54,717,0
2630,12250,13.16,36,3,413.69,12250,11.35,707,0
2631,6500,10.96,36,7,121.89,3725,17.41,732,1
2632,7500,10.2,36,5,242.71,7500,11.99,732,0
2633,15600,13.61,36,1,530.23,15600,20.58,707,1
2634,25000,16.45,60,1,415.03,16900,15.43,707,1
2635,18000,13.49,60,1,414.09,18000,24.12,727,1
2636,4000,16.77,60,1,98.92,4000,6.85,662,0
2637,25000,10.99,36,3,818.38,25000,17.88,737,1
2638,2400,15.57,36,1,83.87,2400,17.67,662,0
2639,11000,13.99,36,2,375.91,11000,18.35,672,0
2640,10000,6.91,36,2,308.36,10000,23.15,757,1
2641,10800,9.63,36,1,346.62,10800,8.85,732,0
2642,6000,7.88,36,1,187.69,6000,20.16,732,0
2643,5000,6.62,36,14,153.52,5000,16.32,767,0
2644,2500,7.14,36,14,77.36,2500,16.41,757,0
2645,35000,15.65,60,5,844.64,35000,26.19,737,0
2646,18000,5.99,36,1,547.52,18000,7.2,772,1
2647,3900,7.51,36,6,121.33,3900,10.48,737,1
2648,11325,19.29,60,1,295.59,11325,24.77,667,0
2649,12000,9.91,36,1,386.7,12000,13.92,712,0
2650,5000,12.87,36,5,168.17,5000,16.57,682,0
2651,10000,7.51,36,2,311.1,10000,9.78,752,1
2652,25000,18.99,60,3,648.38,25000,1.27,677,1
2653,25000,21.59,60,3,684.66,25000,4,667,0
2654,35000,16.4,60,2,858.59,35000,6.47,747,0
2655,12000,14.61,36,14,413.71,12000,16.44,687,0
2656,4000,16.7,36,1,142.01,4000,0,662,1
2657,6000,8,36,1,188.02,6000,5.07,752,0
2658,17400,18.64,60,1,447.93,17400,13.29,677,1
2659,6000,9.99,36,2,193.58,6000,22.58,717,0
2660,1200,10.37,36,1,38.93,1200,11.5,732,1
2661,16000,13.99,60,1,246.01,10575,15.94,727,0
2662,14300,21.36,60,1,389.77,14300,17.93,692,0
2663,10800,10.74,36,1,352.25,10800,6.8,702,0
2664,20000,20.17,36,2,745.01,20000,15.93,662,1
2665,6950,14.42,36,2,238.96,6950,18,672,0
2666,7000,16.02,60,4,170.31,7000,1.92,722,0
2667,7500,13.24,36,14,253.58,7500,11.42,662,1
2668,25000,15.27,36,1,869.95,25000,17.83,712,0
2669,14400,8.9,36,2,457.25,14400,10.72,717,1
2670,6000,16.82,60,1,148.54,6000,10.02,667,1
2671,4000,12.87,36,14,134.54,4000,23.22,677,0
2672,9000,12.84,36,2,302.57,9000,19.22,682,1
2673,5000,14.09,36,1,171.11,5000,10.1,682,1
2674,17475,18.55,60,1,449,17475,23.35,687,0
2675,30000,22.06,60,1,829.6,30000,13.59,667,0
2676,15000,14.96,36,7,519.7,15000,14.14,677,0
2677,22500,10.99,36,7,736.52,22500,6.69,717,1
2678,5000,8,36,14,72.08,2300,11.6,762,1
2679,14000,18.25,60,8,357.42,14000,13.86,682,0
2680,8000,13.48,36,2,271.4,8000,13.07,687,0
2681,15000,16,36,1,527.36,15000,7.88,687,0
2682,15000,9.99,36,1,483.94,15000,14.28,747,1
2683,2500,20.86,36,8,94.02,2500,0.53,662,0
2684,14400,8.49,60,2,295.37,14400,7.37,757,1
2685,1600,13.49,36,5,54.29,1600,14.44,672,0
2686,10000,10.38,36,2,324.46,10000,8.88,727,0
2687,2500,10.08,36,6,80.77,2500,1.55,697,1
2688,25000,16.45,36,1,884.5,25000,24.89,682,1
2689,10000,10.74,36,4,326.16,10000,12.27,682,1
2690,25000,11.46,36,3,823.93,25000,13.86,757,0
2691,5550,15.37,36,4,193.4,5550,8.26,667,1
2692,17000,11.12,36,2,557.53,17000,23.58,717,1
2693,10050,13.06,60,5,228.98,10050,8.49,707,0
2694,2400,17.49,36,14,86.16,2400,8.21,677,0
2695,2400,14.46,36,14,82.57,2400,15.98,677,1
2696,8700,13.47,36,2,295.13,8700,20.43,707,1
2697,6000,12.53,36,2,200.8,6000,19,687,1
2698,18000,19.74,36,1,666.57,18000,14.06,667,0
2699,16800,17.58,36,2,603.83,16800,19.52,662,1
2700,9600,20.62,36,10,359.82,9600,11.04,662,0
2701,16750,12.53,36,1,560.56,16750,22.45,712,1
2702,6000,12.99,36,14,202.14,6000,7.29,692,0
2703,22000,20.49,60,1,588.88,22000,25.39,707,0
2704,10000,13.99,36,2,341.73,10000,6.33,677,1
2705,24000,13.67,36,1,816.43,24000,17.68,697,1
2706,16000,11.99,36,1,531.36,16000,10.9,697,1
2707,1200,9.62,36,14,38.51,1200,13.56,692,1
2708,8000,14.27,36,1,274.48,8000,12.42,697,0
2709,2000,7.66,36,7,62.36,2000,15.55,702,0
2710,12000,8.94,36,1,381.26,12000,14.66,747,1
2711,7200,15.23,36,14,250.41,7200,23.45,672,0
2712,5000,10,36,1,161.34,5000,17.93,717,0
2713,7500,13.48,36,14,254.44,7500,0,707,1
2714,25000,12.18,36,2,832.5,25000,22.44,742,1
2715,6000,7.88,36,14,187.69,6000,16.28,727,1
2716,8000,10.74,36,5,260.93,8000,10.1,682,1
2717,18000,16.02,60,1,437.92,18000,16.32,712,1
2718,9600,16.82,60,1,237.66,9600,14.49,677,0
2719,3000,12.29,36,4,100.06,3000,1.71,672,0
2720,16000,16.89,60,1,249.18,10050,13.75,697,0
2721,12000,15.81,60,1,290.61,12000,15.19,707,0
2722,5000,7.51,36,1,155.56,5000,20.06,762,1
2723,5000,6.62,36,1,153.52,5000,1.49,782,1
2724,2500,10.62,36,14,81.4,2500,21.64,712,1
2725,25000,17.39,36,3,896.19,25000,2.47,747,0
2726,2000,13.16,36,14,67.55,2000,14.54,717,1
2727,8000,12.53,36,10,267.73,8000,21.85,687,0
2728,15000,14.91,60,3,356.15,15000,9.45,702,0
2729,7800,10.95,36,1,255.17,7800,20.29,742,0
2730,3000,13.92,36,4,102.42,3000,4.63,667,0
2731,5500,10.74,60,6,118.88,5500,17.81,702,1
2732,6700,6.92,36,2,206.64,6700,7.08,747,1
2733,10000,8.94,36,1,317.72,10000,4.33,742,0
2734,6000,10.65,36,1,195.44,6000,17.46,687,1
2735,6000,14.42,36,1,206.3,6000,4.88,662,1
2736,19800,13.22,36,1,669.26,19800,11.11,707,0
2737,16425,14.27,36,1,563.53,16425,22.71,697,1
2738,5000,9.62,36,1,160.45,5000,0.28,767,1
2739,2300,13.43,36,1,77.98,2300,18,672,0
2740,10000,8,36,1,313.37,10000,20.25,772,1
2741,1000,7.12,36,14,30.94,1000,0.65,792,1
2742,7500,9.76,36,2,162.39,5050,15.63,722,1
2743,8000,13.47,36,2,271.39,8000,12.59,687,0
2744,20800,19.41,60,14,384.66,14700,5.63,672,1
2745,1900,9.99,60,1,40.37,1900,23.06,742,1
2746,9975,11.48,36,1,328.87,9975,15.6,727,1
2747,21600,11.26,36,1,709.85,21600,7.91,752,0
2748,8000,11.71,36,2,264.61,8000,15.74,692,1
2749,22250,8.9,36,1,706.51,22250,3.42,747,0
2750,4800,13.98,36,1,164.01,4800,7.75,682,0
2751,9000,10.36,60,6,192.83,9000,20.34,717,0
2752,24000,12.99,60,1,336.11,14775,11.88,762,0
2753,14000,13.23,36,2,473.27,14000,11.24,707,1
2754,8000,12.53,36,2,267.74,8000,7.04,707,0
2755,20000,12.61,36,3,670.13,20000,4.04,687,1
2756,7000,14.96,36,1,242.52,7000,12.66,662,0
2757,7500,12.18,36,1,249.75,7500,13.02,707,0
2758,6000,17.27,36,4,214.73,6000,20.64,697,0
2759,10000,13.22,36,5,338.01,10000,0.93,737,0
2760,1000,13.67,36,1,34.02,1000,13.58,677,1
2761,4000,17.27,36,7,143.15,4000,18.1,667,0
2762,18000,15.95,60,1,352.84,14525,21.23,707,1
2763,15000,9.99,36,1,483.94,15000,13.2,752,0
2764,10000,12.18,36,6,333,10000,2.82,712,1
2765,10350,20.62,60,1,277.8,10350,18,662,0
2766,8000,8.9,36,14,254.03,8000,8.63,747,0
2767,2700,6.76,36,4,83.08,2700,0.27,792,1
2768,6000,9.99,60,1,127.46,6000,1.81,727,1
2769,15000,14.17,60,1,350.35,15000,5.79,732,0
2770,12000,14.65,36,1,413.94,12000,15.89,677,0
2771,4200,17.19,60,1,104.82,4200,2.37,667,1
2772,20000,11.11,36,3,655.82,20000,17.67,737,0
2773,7000,11.86,36,14,232.04,7000,1.2,692,0
2774,21000,9.76,36,13,675.25,21000,1.79,767,1
2775,4000,14.22,36,14,137.14,4000,8.73,692,0
2776,12000,13.92,36,1,408.79,11975,23.14,702,1
2777,4800,16.07,60,7,116.91,4800,6.9,697,0
2778,24250,16,36,1,852.57,24250,18.08,757,0
2779,1200,14.35,36,14,41.22,1200,24.48,687,0
2780,20000,18.17,60,2,509.72,20000,9.72,687,1
2781,9600,16.82,60,5,237.66,9600,12.86,667,0
2782,4800,13.57,36,14,163.05,4800,6.29,697,1
2783,14000,16.77,60,1,346.21,14000,9.5,687,0
2784,4500,7.29,36,5,139.55,4500,7.57,752,1
2785,15000,17.74,36,3,540.32,15000,7.15,692,0
2786,19750,15.7,36,2,691.47,19750,3.67,677,0
2787,20000,9.62,60,1,421.22,20000,0.99,727,0
2788,13800,6.91,36,1,425.54,13800,11.16,737,1
2789,10000,10.65,36,5,325.74,10000,19.74,722,1
2790,7200,9.76,36,2,231.52,7200,11.24,702,1
2791,25900,19.99,36,1,962.41,25900,3.23,677,0
2792,6000,15.65,60,1,144.8,6000,2.62,692,1
2793,9500,9.96,36,1,306.36,9500,21.93,727,1
2794,26400,14.27,60,1,617.99,26400,16.74,747,1
2795,9750,17.27,36,1,348.93,9750,8.56,677,0
2796,12000,6.62,36,1,368.45,12000,23.74,762,1
2797,16000,7.9,36,1,500.65,16000,3.25,762,1
2798,20000,9.62,36,7,641.79,20000,18.19,717,1
2799,7000,12.61,36,1,234.55,7000,22.37,687,1
2800,16400,22.48,60,1,457.44,16400,8.17,677,0
2801,8000,7.51,36,1,248.88,8000,19.29,772,1
2802,6500,13.22,36,8,219.71,6500,8.64,757,0
2803,6000,15.23,36,1,208.67,6000,18.55,667,1
2804,20000,17.27,60,3,499.96,20000,19.76,712,0
2805,2000,13.92,36,3,68.28,2000,1.58,757,1
2806,1500,16.29,36,7,52.96,1500,18.53,667,0
2807,5075,11.48,36,1,167.32,5075,19.68,712,0
2808,7000,13.11,36,5,236.22,7000,10.43,687,1
2809,10000,12.12,36,2,332.72,10000,15.1,707,1
2810,7000,5.42,36,2,211.12,7000,6.53,787,1
2811,5000,14.79,36,1,172.82,5000,8.34,677,0
2812,20000,17.51,36,1,718.15,20000,13.61,697,1
2813,10000,7.66,36,14,311.8,10000,17.65,727,0
2814,2000,15.65,36,3,69.98,2000,20.41,702,1
2815,30000,20.89,60,14,809.75,30000,10.15,687,0
2816,3500,15.21,36,1,121.69,3500,0.93,672,1
2817,6600,7.14,36,5,204.22,6600,13.43,752,1
2818,3000,7.88,36,1,93.85,3000,20.33,717,0
2819,5500,7.74,36,1,171.71,5500,4.38,757,1
2820,7750,13.23,36,1,261.99,7750,15.9,692,0
2821,1500,17.27,36,13,53.69,1500,32.45,662,0
2822,8400,13.79,36,1,286.24,8400,24.75,697,0
2823,7000,11.89,36,2,232.15,7000,7.52,752,1
2824,2000,8,36,1,62.68,2000,10.51,737,0
2825,2000,15.37,36,1,69.7,2000,15.45,667,1
2826,6000,11.99,36,1,199.26,6000,20.08,692,0
2827,5000,15.21,36,14,173.85,5000,14.8,677,0
2828,29300,12.42,60,4,658,29300,2.05,767,1
2829,5000,7.14,36,13,154.71,5000,19.36,752,1
2830,12000,15.95,60,1,291.5,12000,22.47,672,0
2831,4000,11.83,36,1,132.54,4000,20.68,717,0
2832,25000,15.65,36,3,874.66,25000,4.25,742,1
2833,3600,7.51,36,1,112,3600,18.7,727,1
2834,10000,11.03,36,2,147.39,4500,11.03,697,0
2835,8000,10.46,36,14,259.87,8000,11.28,692,0
2836,4200,7.62,36,1,130.88,4200,6.75,737,1
2837,8875,11.99,36,10,294.74,8875,21.09,702,1
2838,10000,7.88,36,7,312.82,10000,12.46,752,1
2839,9600,10.37,60,5,205.73,9600,1.1,747,1
2840,8125,16.89,60,1,201.45,8125,20.65,677,0
2841,12000,13.49,60,1,276.06,12000,19.13,702,0
2842,7000,12.87,36,4,235.44,7000,5.94,722,0
2843,3200,12.86,36,14,107.61,3200,14.77,672,1
2844,14500,16.7,36,14,514.77,14500,7.54,677,0
2845,9800,12.23,36,1,326.58,9800,11.71,712,0
2846,17000,14.82,36,2,587.82,17000,20.12,667,1
2847,8000,11.86,36,2,265.18,8000,23.2,692,1
2848,12000,11.36,36,1,394.94,12000,10.97,737,1
2849,4000,13.47,36,1,135.7,4000,8.55,672,0
2850,1000,10.36,36,4,32.44,1000,13.18,732,1
2851,12000,13.11,36,1,404.94,12000,22.43,692,1
2852,1000,11.14,36,2,32.81,1000,24.42,707,1
2853,5000,13.23,36,1,169.03,5000,10.72,682,1
2854,1250,11.49,36,14,41.22,1250,22.15,672,1
2855,15000,17.03,36,1,535.02,15000,15.81,662,0
2856,3200,14.61,36,1,110.33,3200,16.44,662,1
2857,7500,11.03,36,1,245.65,7500,16.12,692,0
2858,23000,10.51,36,1,747.67,23000,24.93,772,1
2859,25000,18.64,60,1,643.58,25000,23.41,687,0
2860,25000,12.53,36,14,836.66,25000,0.02,797,1
2861,25000,15.96,36,1,878.44,25000,17.68,717,1
2862,9500,11.71,36,1,314.23,9500,22.63,687,1
2863,20000,11.83,36,1,662.68,20000,10.72,737,0
2864,15000,14.59,36,1,516.98,15000,20.1,697,0
2865,1000,17.99,36,1,36.15,1000,12.65,667,0
2866,25000,18.64,60,3,643.58,25000,5.81,737,0
2867,5000,7.43,36,14,155.38,5000,0.28,802,1
2868,7000,15.99,36,1,246.07,7000,9.76,662,1
2869,6000,15.21,60,4,143.41,6000,15.97,682,1
2870,7000,11.86,36,1,232.04,7000,17.02,672,1
2871,17325,18.62,60,1,445.81,17325,19.4,672,0
2872,25000,20.9,60,1,674.93,25000,20.95,672,1
2873,20000,11.48,36,1,659.37,20000,0.22,777,1
2874,10000,8.32,36,1,314.85,10000,14.54,772,0
2875,10000,15.68,36,5,350.02,10000,7.62,682,0
2876,13650,10.25,36,1,442.06,13650,13.98,727,0
2877,4500,16.45,60,4,110.52,4500,22.65,662,0
2878,22000,19.79,36,2,815.25,22000,14.29,672,0
2879,3500,10.62,36,1,113.96,3500,7.79,702,1
2880,16000,10.95,36,12,523.42,16000,3.68,752,0
2881,15350,12.18,36,12,511.16,15350,15.47,742,0
2882,4000,9.63,36,1,128.38,4000,8.6,732,1
2883,4800,11.49,60,5,105.55,4800,20.18,707,0
2884,10000,18.39,36,1,363.49,10000,2.18,667,0
2885,2850,11.83,36,1,94.44,2850,24.7,702,0
2886,6000,9.51,36,2,192.23,6000,14.78,722,1
2887,21000,13.36,36,1,711.22,21000,7.3,687,0
2888,4000,17.88,60,5,101.32,4000,2.48,672,0
2889,1000,8.59,36,5,31.62,1000,3.59,802,1
2890,16000,16.45,60,1,392.93,16000,16.66,682,0
2891,3000,11.83,36,11,99.41,3000,20.34,732,0
2892,15850,15.8,36,1,555.68,15850,22.71,692,0
2893,17500,15.81,60,2,423.81,17500,9.02,717,0
2894,17400,17.51,60,2,437.23,17400,23.61,682,1
2895,7000,16.77,36,7,248.77,7000,20.31,677,0
2896,8000,6.91,36,1,246.69,8000,12.77,722,1
2897,1950,9.99,36,2,62.92,1950,13.1,742,0
2898,8000,10.25,36,4,259.08,8000,3.81,727,1
2899,5000,10.59,36,2,162.73,5000,8.69,687,1
2900,30600,18.79,36,2,1118.43,30600,17.95,687,1
2901,3000,22.11,60,14,83.05,3000,0,692,0
2902,18000,16.63,36,7,638.46,18000,10.91,667,0
2903,5000,15.62,36,3,174.85,5000,18.28,667,0
2904,20000,11.49,36,1,659.43,20000,20.95,717,1
2905,10000,10.74,36,1,326.16,10000,16.55,717,1
2906,5000,13.61,36,14,169.95,5000,15.48,677,0
2907,7000,8.49,36,4,220.95,7000,19.16,737,1
2908,15000,13.49,60,1,345.08,15000,21.6,732,1
2909,12875,17.99,36,1,465.4,12875,13.64,672,0
2910,9000,14.46,60,14,211.57,9000,22.94,687,0
2911,5000,14.65,36,1,172.48,5000,16.39,677,1
2912,6000,13.99,36,5,205.04,6000,17.58,662,0
